date,open,high,low,close,adj_close,volume
2023-03-01,250.759995,250.929993,245.789993,246.270004,245.732819,27565300.0
2023-03-02,246.550003,251.399994,245.610001,251.110001,250.562256,24808200.0
2023-03-03,252.190002,255.619995,251.389999,255.289993,254.733124,30760100.0
2023-03-04,252.190002,255.619995,251.389999,255.289993,254.733124,30760100.0
2023-03-05,252.190002,255.619995,251.389999,255.289993,254.733124,30760100.0
2023-03-06,256.429993,260.119995,255.979996,256.869995,256.309692,24109800.0
2023-03-07,256.299988,257.690002,253.389999,254.149994,253.595612,21473200.0
2023-03-08,254.039993,254.539993,250.809998,253.699997,253.146606,17340200.0
2023-03-09,255.820007,259.559998,251.580002,252.320007,251.769623,26653400.0
2023-03-10,251.080002,252.789993,247.600006,248.589996,248.047745,28333900.0
2023-03-11,251.080002,252.789993,247.600006,248.589996,248.047745,28333900.0
2023-03-12,251.080002,252.789993,247.600006,248.589996,248.047745,28333900.0
2023-03-13,247.399994,257.910004,245.729996,253.919998,253.366119,33339700.0
2023-03-14,256.75,261.070007,255.860001,260.790009,260.221161,33620300.0
2023-03-15,259.980011,266.480011,259.209991,265.440002,264.860992,46028000.0
2023-03-16,265.209991,276.559998,263.279999,276.200012,275.597534,54768800.0
2023-03-17,278.26001,283.329987,276.320007,279.429993,278.820465,69527400.0
2023-03-18,278.26001,283.329987,276.320007,279.429993,278.820465,69527400.0
2023-03-19,278.26001,283.329987,276.320007,279.429993,278.820465,69527400.0
2023-03-20,276.980011,277.480011,269.850006,272.230011,271.6362,43466600.0
2023-03-21,274.880005,275.0,269.519989,273.779999,273.1828,34558700.0
2023-03-22,273.399994,281.040009,272.179993,272.290009,271.696075,34873300.0
2023-03-23,277.940002,281.059998,275.200012,277.660004,277.054352,36610900.0
2023-03-24,277.23999,280.630005,275.279999,280.570007,279.958008,28172000.0
2023-03-25,277.23999,280.630005,275.279999,280.570007,279.958008,28172000.0
2023-03-26,277.23999,280.630005,275.279999,280.570007,279.958008,28172000.0
2023-03-27,280.5,281.459991,275.519989,276.380005,275.77713,26840200.0
2023-03-28,275.790009,276.140015,272.049988,275.230011,274.629669,21878600.0
2023-03-29,278.959991,281.140015,278.410004,280.51001,279.898132,25087000.0
2023-03-30,284.230011,284.459991,281.480011,284.049988,283.430389,25053400.0
2023-03-31,283.730011,289.269989,283.0,288.299988,287.671112,32766000.0
2023-04-01,283.730011,289.269989,283.0,288.299988,287.671112,32766000.0
2023-04-02,283.730011,289.269989,283.0,288.299988,287.671112,32766000.0
2023-04-03,286.519989,288.269989,283.950012,287.230011,286.603485,24883300.0
2023-04-04,287.230011,290.450012,285.670013,287.179993,286.553558,25824300.0
2023-04-05,285.850006,287.149994,282.920013,284.339996,283.719757,22064800.0
2023-04-06,283.209991,292.079987,282.029999,291.600006,290.963928,29770300.0
2023-04-07,283.209991,292.079987,282.029999,291.600006,290.963928,29770300.0
2023-04-08,283.209991,292.079987,282.029999,291.600006,290.963928,29770300.0
2023-04-09,283.209991,292.079987,282.029999,291.600006,290.963928,29770300.0
2023-04-10,289.209991,289.600006,284.709991,289.390015,288.758759,23103000.0
2023-04-11,285.75,285.980011,281.640015,282.829987,282.213043,27276600.0
2023-04-12,284.790009,287.01001,281.959991,283.48999,282.871613,27403400.0
2023-04-13,283.589996,289.899994,283.170013,289.839996,289.207764,24222700.0
2023-04-14,287.0,288.480011,283.690002,286.140015,285.515869,20987900.0
2023-04-15,287.0,288.480011,283.690002,286.140015,285.515869,20987900.0
2023-04-16,287.0,288.480011,283.690002,286.140015,285.515869,20987900.0
2023-04-17,289.929993,291.600006,286.160004,288.799988,288.170044,23836200.0
2023-04-18,291.570007,291.76001,287.01001,288.369995,287.740967,20161800.0
2023-04-19,285.98999,289.049988,284.540009,288.450012,287.820831,17150300.0
2023-04-20,285.25,289.029999,285.079987,286.109985,285.485901,23244400.0
2023-04-21,285.01001,286.269989,283.059998,285.76001,285.136688,21676400.0
2023-04-22,285.01001,286.269989,283.059998,285.76001,285.136688,21676400.0
2023-04-23,285.01001,286.269989,283.059998,285.76001,285.136688,21676400.0
2023-04-24,282.089996,284.950012,278.720001,281.769989,281.155365,26611000.0
2023-04-25,279.51001,281.600006,275.369995,275.420013,274.819244,45772200.0
2023-04-26,296.700012,299.570007,292.730011,295.369995,294.725708,64599200.0
2023-04-27,295.970001,305.200012,295.25,304.829987,304.16507,46462600.0
2023-04-28,304.01001,308.929993,303.309998,307.26001,306.589783,36446700.0
2023-04-29,304.01001,308.929993,303.309998,307.26001,306.589783,36446700.0
2023-04-30,304.01001,308.929993,303.309998,307.26001,306.589783,36446700.0
2023-05-01,306.970001,308.600006,305.149994,305.559998,304.893494,21294100.0
2023-05-02,307.76001,309.179993,303.910004,305.410004,304.743805,26404400.0
2023-05-03,306.619995,308.609985,304.089996,304.399994,303.736023,22360800.0
2023-05-04,306.23999,307.76001,303.399994,305.410004,304.743805,22519900.0
2023-05-05,305.720001,311.970001,304.269989,310.649994,309.972382,28181200.0
2023-05-06,305.720001,311.970001,304.269989,310.649994,309.972382,28181200.0
2023-05-07,305.720001,311.970001,304.269989,310.649994,309.972382,28181200.0
2023-05-08,310.130005,310.200012,306.089996,308.649994,307.976746,21318600.0
2023-05-09,308.0,310.040009,306.309998,307.0,306.330353,21340800.0
2023-05-10,308.619995,313.0,307.670013,312.309998,311.628754,30078000.0
2023-05-11,310.100006,311.119995,306.26001,310.109985,309.433533,31680200.0
2023-05-12,310.549988,310.649994,306.600006,308.970001,308.296051,19758100.0
2023-05-13,310.549988,310.649994,306.600006,308.970001,308.296051,19758100.0
2023-05-14,310.549988,310.649994,306.600006,308.970001,308.296051,19758100.0
2023-05-15,309.100006,309.899994,307.589996,309.459991,308.784973,16336500.0
2023-05-16,309.829987,313.709991,309.829987,311.73999,311.059998,26730300.0
