date,open,high,low,close,adj_close,volume
2023-03-01,206.210007,207.199997,198.520004,202.770004,202.770004,156852800.0
2023-03-02,186.740005,193.75,186.009995,190.899994,190.899994,181500700.0
2023-03-03,194.800003,200.479996,192.880005,197.789993,197.789993,154193300.0
2023-03-04,194.800003,200.479996,192.880005,197.789993,197.789993,154193300.0
2023-03-05,194.800003,200.479996,192.880005,197.789993,197.789993,154193300.0
2023-03-06,198.539993,198.600006,192.300003,193.809998,193.809998,128100100.0
2023-03-07,191.380005,194.199997,186.100006,187.710007,187.710007,148125800.0
2023-03-08,185.039993,186.5,180.0,182.0,182.0,151897800.0
2023-03-09,180.25,185.179993,172.509995,172.919998,172.919998,170023800.0
2023-03-10,175.130005,178.289993,168.440002,173.440002,173.440002,191488900.0
2023-03-11,175.130005,178.289993,168.440002,173.440002,173.440002,191488900.0
2023-03-12,175.130005,178.289993,168.440002,173.440002,173.440002,191488900.0
2023-03-13,167.460007,177.350006,163.910004,174.479996,174.479996,167790300.0
2023-03-14,177.309998,183.800003,177.139999,183.259995,183.259995,143717900.0
2023-03-15,180.800003,182.339996,176.029999,180.449997,180.449997,145995600.0
2023-03-16,180.369995,185.809998,178.839996,184.130005,184.130005,121136800.0
2023-03-17,184.520004,186.220001,177.330002,180.130005,180.130005,133197100.0
2023-03-18,184.520004,186.220001,177.330002,180.130005,180.130005,133197100.0
2023-03-19,184.520004,186.220001,177.330002,180.130005,180.130005,133197100.0
2023-03-20,178.080002,186.440002,176.350006,183.25,183.25,129684400.0
2023-03-21,188.279999,198.0,188.039993,197.580002,197.580002,153391400.0
2023-03-22,199.300003,200.660004,190.949997,191.149994,191.149994,150376400.0
2023-03-23,195.259995,199.309998,188.649994,192.220001,192.220001,144193900.0
2023-03-24,191.649994,192.360001,187.149994,190.410004,190.410004,116312400.0
2023-03-25,191.649994,192.360001,187.149994,190.410004,190.410004,116312400.0
2023-03-26,191.649994,192.360001,187.149994,190.410004,190.410004,116312400.0
2023-03-27,194.419998,197.389999,189.940002,191.809998,191.809998,120851600.0
2023-03-28,192.0,192.350006,185.429993,189.190002,189.190002,98654600.0
2023-03-29,193.130005,195.289993,189.440002,193.880005,193.880005,123660000.0
2023-03-30,195.580002,197.330002,194.419998,195.279999,195.279999,110252200.0
2023-03-31,197.529999,207.789993,197.199997,207.460007,207.460007,170222100.0
2023-04-01,197.529999,207.789993,197.199997,207.460007,207.460007,170222100.0
2023-04-02,197.529999,207.789993,197.199997,207.460007,207.460007,170222100.0
2023-04-03,199.910004,202.690002,192.199997,194.770004,194.770004,169545900.0
2023-04-04,197.320007,198.740005,190.320007,192.580002,192.580002,126463800.0
2023-04-05,190.520004,190.679993,183.759995,185.520004,185.520004,133882500.0
