date,open,high,low,close,adj_close,volume
2023-03-01,90.160004,91.199997,89.849998,90.510002,90.510002,26323900.0
2023-03-02,89.860001,92.480003,89.769997,92.309998,92.309998,23328600.0
2023-03-03,92.739998,94.110001,92.660004,94.019997,94.019997,30242500.0
2023-03-04,92.739998,94.110001,92.660004,94.019997,94.019997,30242500.0
2023-03-05,92.739998,94.110001,92.660004,94.019997,94.019997,30242500.0
2023-03-06,94.360001,96.300003,94.300003,95.580002,95.580002,28288200.0
2023-03-07,95.419998,96.089996,93.844002,94.169998,94.169998,24101500.0
2023-03-08,94.404999,96.239998,94.404999,94.650002,94.650002,25395200.0
2023-03-09,94.489998,95.919998,92.355003,92.660004,92.660004,24438900.0
2023-03-10,92.5,93.18,90.800003,91.010002,91.010002,32850100.0
2023-03-11,92.5,93.18,90.800003,91.010002,91.010002,32850100.0
2023-03-12,92.5,93.18,90.800003,91.010002,91.010002,32850100.0
2023-03-13,90.565002,93.080002,89.940002,91.660004,91.660004,31508600.0
2023-03-14,93.07,94.830002,92.779999,94.25,94.25,32303900.0
2023-03-15,93.540001,97.25,93.040001,96.550003,96.550003,38367300.0
2023-03-16,96.57,101.970001,95.870003,101.07,101.07,54499500.0
2023-03-17,100.839996,103.489998,100.75,102.459999,102.459999,76140300.0
2023-03-18,100.839996,103.489998,100.75,102.459999,102.459999,76140300.0
2023-03-19,100.839996,103.489998,100.75,102.459999,102.459999,76140300.0
2023-03-20,101.059998,102.580002,100.790001,101.93,101.93,26033900.0
2023-03-21,101.980003,105.959999,101.860001,105.839996,105.839996,33122800.0
2023-03-22,105.139999,107.510002,104.209999,104.220001,104.220001,32336900.0
2023-03-23,105.889999,107.100998,105.410004,106.260002,106.260002,31385800.0
2023-03-24,105.739998,106.160004,104.739998,106.059998,106.059998,25236200.0
2023-03-25,105.739998,106.160004,104.739998,106.059998,106.059998,25236200.0
2023-03-26,105.739998,106.160004,104.739998,106.059998,106.059998,25236200.0
2023-03-27,105.32,105.400002,102.629997,103.059998,103.059998,25393400.0
2023-03-28,103.0,103.0,100.279999,101.360001,101.360001,24913500.0
2023-03-29,102.720001,102.82,101.029999,101.900002,101.900002,26148300.0
2023-03-30,101.440002,101.610001,100.290001,101.32,101.32,25009800.0
2023-03-31,101.709999,104.190002,101.440002,104.0,104.0,28108000.0
2023-04-01,101.709999,104.190002,101.440002,104.0,104.0,28108000.0
2023-04-02,101.709999,104.190002,101.440002,104.0,104.0,28108000.0
2023-04-03,102.669998,104.949997,102.379997,104.910004,104.910004,20719900.0
2023-04-04,104.839996,106.099998,104.599998,105.120003,105.120003,20377200.0
2023-04-05,106.120003,106.540001,104.101997,104.949997,104.949997,21864200.0
2023-04-06,105.769997,109.629997,104.815002,108.900002,108.900002,34684200.0
2023-04-07,105.769997,109.629997,104.815002,108.900002,108.900002,34684200.0
2023-04-08,105.769997,109.629997,104.815002,108.900002,108.900002,34684200.0
2023-04-09,105.769997,109.629997,104.815002,108.900002,108.900002,34684200.0
2023-04-10,107.389999,107.970001,105.599998,106.949997,106.949997,19741500.0
2023-04-11,106.919998,107.220001,105.279999,106.120003,106.120003,18721300.0
2023-04-12,107.389999,107.586998,104.970001,105.220001,105.220001,22761600.0
