date,score,w_subj,w_polar,w_comp
2023-03-01,2167.0,0.2726580244368217,0.04985800247655086,0.14040327641901246
2023-03-02,1027.0,0.35064384995452863,0.08184994005851691,0.24543164556962024
2023-03-03,72.0,0.3975704951892121,0.07384975874819626,0.29459444444444444
2023-03-04,9001.0,0.40136509327594033,0.04535180537492024,0.3653503832907455
2023-03-05,4529.0,0.31533763976818574,0.026776300883975746,0.21713822035769484
2023-03-06,62542.0,0.44015371631179123,0.03774591929368319,0.12609473793610693
2023-03-07,60.0,0.26587755102040816,0.0034098639455782316,0.0845
2023-03-08,27555.0,0.36011167626271473,0.09941107752923486,0.37301458174559965
2023-03-09,5126.0,0.4089670623544035,0.01170823320904553,0.09843831447522434
2023-03-10,96.0,0.3407149418868169,0.09541964786756453,0.133075
2023-03-11,24.0,0.4341109137225209,0.022132133243740384,-0.17300833333333335
2023-03-12,4.0,0.0,0.0,0.0
2023-03-13,5751.0,0.35214398563613963,0.07911761823918595,0.08775044340114763
2023-03-14,93.0,0.3663796567828826,0.14846774193548387,0.12748279569892473
2023-03-15,4809.0,0.3541084525549984,0.036776661538536676,0.08304447910168435
2023-03-16,4539.0,0.3617961582012301,0.05699146150414527,0.1306340603657193
2023-03-17,3268.0,0.3602037546510153,0.05597261470332957,0.08842062423500612
2023-03-18,835.0,0.4194403939152218,0.11435568724948153,0.6463529341317366
2023-03-19,41.0,0.5306837979094077,0.25569396051103366,0.6631219512195122
2023-03-20,2073.0,0.31562041860872725,0.04131408428037801,0.1815698022190063
2023-03-21,2955.0,0.3886477201453457,0.06865037097729693,0.5614265989847717
2023-03-22,4494.0,0.37063789895580757,0.06476082678646873,0.09980222518914107
2023-03-23,155.0,0.3834238953645975,0.07325496288446952,0.27784451612903227
2023-03-24,8.0,0.016666666666666666,0.0,0.09720000000000001
2023-03-25,1723.0,0.34074083478429096,0.04779518926936223,-0.11685484619849101
2023-03-26,877.0,0.41858027808696335,0.17536482322054633,0.3746476624857468
2023-03-27,110.0,0.32243649511263145,0.13432523950516376,0.30309
2023-03-28,8.0,0.125,0.125,0.050575
2023-03-29,20.0,0.19914115646258504,-0.019311224489795917,0.0172
2023-03-30,792.0,0.5038842751765641,0.030061222325841783,0.1596794191919192
2023-03-31,2459.0,0.31745613244220916,0.04425493510671302,0.13208788125254167
2023-04-01,116.0,0.5210309822361546,0.12479978852565059,0.3625801724137931
2023-04-02,6.0,0.4666666666666666,0.5333333333333333,0.28099999999999997
2023-04-03,2145.0,0.36327712782813715,0.05933086782611545,0.1711209324009324
2023-04-04,9965.0,0.2133325015348085,0.03925501581304032,0.0579460712493728
2023-04-05,7514.0,0.44152003145116103,0.07973303120431115,0.17721655576257656
2023-04-06,1449.0,0.3675177432085081,0.08650848917261351,0.22921794340924775
2023-04-07,168.0,0.3980469410639865,0.12458085922615145,0.2659327380952381
2023-04-08,13379.0,0.4213434331048222,0.023571320650044778,0.29644112414978696
2023-04-09,6833.0,0.2970908844914737,0.012775273418475933,0.12361552758671156
2023-04-10,2094.0,0.29807251192110923,0.049873666139056166,0.23372889207258835
2023-04-11,397.0,0.29571301168388014,0.06931041652430328,0.16097607052896726
2023-04-12,31.0,0.36817204301075274,-0.06098729227761486,0.07676129032258064
2023-04-13,6.0,0.4000000000000001,0.4666666666666666,0.2936
2023-04-14,2.0,0.0,0.0,0.2263
2023-04-15,2.0,0.0,0.0,0.2263
2023-04-16,2196.0,0.31681567948217537,0.03488614309567178,0.012400227686703118
2023-04-17,19329.0,0.35544014222616366,-0.004375551798943553,-0.12194241812820113
2023-04-18,5404.0,0.31206598307839306,0.05000971197315937,0.2567400074019245
2023-04-19,262.0,0.34189084921500407,0.0007798895639680787,0.022000763358778628
2023-04-20,64.0,0.44231825321669077,0.09923757665945167,0.5798859375000001
2023-04-21,4.0,0.20595238095238097,0.10595238095238095,0.21075
2023-04-22,6.0,0.6107142857142858,0.13333333333333333,0.007266666666666662
2023-04-23,6128.0,0.4368575708949811,0.16668692473033203,-0.6271571475195823
2023-04-24,1094.0,0.39781151055973957,0.019768816744650832,0.13080319926873857
2023-04-25,7552.0,0.34573062868513194,0.06945786780122082,0.27573830773305086
2023-04-26,37043.0,0.3342907973710608,0.037567662780123585,-0.022619339686310518
2023-04-27,14078.0,0.4518998361573726,0.03253681587207328,0.1487132831368092
2023-04-28,2989.0,0.3851074324056431,0.11209973172403218,0.14968501170960188
2023-04-29,5098.0,0.18691345431894618,0.047193725788135986,0.15516826206355433
2023-04-30,4452.0,0.3568361989382421,0.026415605664641306,0.2984264824797843
2023-05-01,27584.0,0.24627440215458646,0.03391646233867016,0.11524945983178654
2023-05-02,648.0,0.3257115222811596,-0.01309034012969198,0.1843635802469136
2023-05-03,37.0,0.2963415525915526,0.1328221890721891,0.08571351351351351
2023-05-04,14.0,0.2714285714285714,0.21904761904761902,0.3728285714285714
2023-05-05,4.0,0.3678571428571428,0.2928571428571428,0.4232
2023-05-06,3437.0,0.46866025466363553,-0.08541592299797744,0.16380520803025897
2023-05-07,6456.0,0.3393069696500033,0.11934776086302075,0.13958478934324658
2023-05-08,1734.0,0.3567725704740776,0.0612247199003834,0.1974145905420992
2023-05-09,6948.0,0.3606505768829327,0.018017902875031428,0.6087627950489349
2023-05-10,42510.0,0.10021216125496736,0.034436814682625494,0.08485880733944953
2023-05-11,12331.0,0.2792847926097914,0.08199776848617066,0.22959517476279298
2023-05-12,704.0,0.277471962740707,0.03681443383566696,0.06764957386363636
2023-05-13,1103.0,0.468816217914586,0.15492274807392667,0.4108885766092475
