date,open,high,low,close,adj_close,volume,score,w_subj,w_polar,w_comp
2023-03-01,146.830002,147.229996,145.009995,145.309998,145.109283,55479000.0,3.0,0.1666666666666666,0.1666666666666666,-0.1686
2023-03-02,144.380005,146.710007,143.899994,145.910004,145.708466,52238100.0,3600.0,0.1554674272486772,0.0161659226190476,-0.3552072222222222
2023-03-03,148.039993,151.110001,147.330002,151.029999,150.821381,70732300.0,8677.0,0.1859937327988403,0.0977098757895087,0.1869744496945949
2023-03-04,148.039993,151.110001,147.330002,151.029999,150.821381,70732300.0,4358.0,0.3912051002316319,0.0502264765539954,0.3970795318953649
2023-03-05,148.039993,151.110001,147.330002,151.029999,150.821381,70732300.0,124.0,0.4362830784806591,0.1369848833961737,0.2203129032258065
2023-03-06,153.789993,156.300003,153.460007,153.830002,153.617523,87558000.0,7080.0,0.1320706607047557,0.0488882670508578,0.1016670903954802
2023-03-07,153.699997,154.029999,151.130005,151.600006,151.39061,56182000.0,383.0,0.2976444769329887,0.0703473296358414,0.056084595300261
2023-03-08,152.809998,153.470001,151.830002,152.869995,152.658844,47204800.0,1214.0,0.0716410397217646,0.0134141039721764,-0.0161806425041186
2023-03-09,153.559998,154.539993,150.229996,150.589996,150.381989,53833600.0,1237.0,0.3908078006344982,-0.0013524546204416,0.1023867421180274
2023-03-10,150.210007,150.940002,147.610001,148.5,148.294876,68572400.0,2510.0,0.3916222349551738,0.0324414268042976,0.1511750597609561
2023-03-11,150.210007,150.940002,147.610001,148.5,148.294876,68572400.0,510.0,0.3919342390996803,0.0176981315253374,0.0322619607843137
2023-03-12,150.210007,150.940002,147.610001,148.5,148.294876,68572400.0,6.0,0.3135957792207792,-0.051700036075036,-0.1994333333333333
2023-03-13,147.809998,153.139999,147.699997,150.470001,150.262161,84457100.0,90.0,0.1519100588483304,0.022948706643151,0.1615522222222222
2023-03-14,151.279999,153.399994,150.100006,152.589996,152.379227,73695900.0,10.0,0.1806547619047619,0.1095833333333333,0.1414099999999999
2023-03-15,151.190002,153.25,149.919998,152.990005,152.778687,77167900.0,1.0,0.0,0.0,0.0
2023-03-16,152.160004,156.460007,151.639999,155.850006,155.634735,76161100.0,27.0,0.3437184009406231,0.031384479717813,-0.1480629629629629
2023-03-17,156.080002,156.740005,154.279999,155.0,154.785904,98944600.0,1398.0,0.358832598428641,0.0613020640300195,0.1030216738197424
2023-03-18,156.080002,156.740005,154.279999,155.0,154.785904,98944600.0,328.0,0.2251948845663874,0.0325550761973825,0.0691661585365853
2023-03-19,156.080002,156.740005,154.279999,155.0,154.785904,98944600.0,322.0,0.3260519346078352,0.0028365061439595,0.0796341614906832
2023-03-20,155.070007,157.820007,154.149994,157.399994,157.182587,73641400.0,21.0,0.2571428571428572,-0.1571428571428571,-0.1264523809523809
2023-03-21,157.320007,159.399994,156.539993,159.279999,159.059982,73938300.0,72.0,0.2800260416666666,0.0212760416666666,0.2311888888888889
2023-03-22,159.300003,162.139999,157.809998,157.830002,157.612,75701800.0,29.0,0.3225043881999886,0.1966101155087481,0.1814724137931034
2023-03-23,158.830002,161.550003,157.679993,158.929993,158.710464,67622100.0,12.0,0.168396164021164,0.0199222883597883,0.0876333333333333
2023-03-24,158.860001,160.339996,157.850006,160.25,160.028656,59196500.0,849.0,0.3909622300897714,0.0411075561706016,0.0423584216725559
2023-03-25,158.860001,160.339996,157.850006,160.25,160.028656,59196500.0,130.0,0.5248306297560862,0.1605445881252806,0.6021723076923077
2023-03-26,158.860001,160.339996,157.850006,160.25,160.028656,59196500.0,5.0,0.1102777777777777,-0.0741666666666666,-0.15172
2023-03-27,159.940002,160.770004,157.869995,158.279999,158.061371,52390300.0,34.0,0.3677685744060265,0.1257477452938207,0.3537676470588235
2023-03-28,157.970001,158.490005,155.979996,157.649994,157.432236,45992200.0,721.0,0.3785895671596087,0.0786830768053028,0.5878037447988904
2023-03-29,159.369995,161.050003,159.350006,160.770004,160.547943,51305700.0,127.0,0.3550895941693186,0.1372774158256441,0.4680031496062992
2023-03-30,161.529999,162.470001,161.270004,162.360001,162.135742,49501700.0,382.0,0.4907991298767001,0.0280922553481573,0.0848573298429319
2023-03-31,162.440002,165.0,161.910004,164.899994,164.672226,68749800.0,1282.0,0.3363522487862931,0.0291761832120044,0.1363473478939157
2023-04-01,162.440002,165.0,161.910004,164.899994,164.672226,68749800.0,42.0,0.4412212945784374,0.1098251391465677,0.1451571428571428
2023-04-02,162.440002,165.0,161.910004,164.899994,164.672226,68749800.0,10.0,0.3349999999999999,0.19,0.41093
