date,open,high,low,close,adj_close,volume,score,w_subj,w_polar,w_comp
2023-03-01,206.210007,207.199997,198.520004,202.770004,202.770004,156852800.0,1150.0,0.4089365149946671,0.1108917054865424,0.5126258260869566
2023-03-02,186.740005,193.75,186.009995,190.899994,190.899994,181500700.0,38627.0,0.1886055141227731,0.0324734032203355,0.0775980687084163
2023-03-03,194.800003,200.479996,192.880005,197.789993,197.789993,154193300.0,13889.0,0.2093706877143581,0.0697162742735163,0.1220830873353013
2023-03-04,194.800003,200.479996,192.880005,197.789993,197.789993,154193300.0,13248.0,0.3270976335512696,0.0812231011058446,0.4806821708937198
2023-03-05,194.800003,200.479996,192.880005,197.789993,197.789993,154193300.0,2470.0,0.3540492709866761,0.0992304285365131,0.3113907287449393
2023-03-06,198.539993,198.600006,192.300003,193.809998,193.809998,128100100.0,1749.0,0.536524448094661,0.1895253392107957,0.4692017152658662
2023-03-07,191.380005,194.199997,186.100006,187.710007,187.710007,148125800.0,114.0,0.2561205096073517,0.0260150375939849,0.2241017543859649
2023-03-08,185.039993,186.5,180.0,182.0,182.0,151897800.0,23521.0,0.253785323792903,0.0361285242316466,0.1577699630117767
2023-03-09,180.25,185.179993,172.509995,172.919998,172.919998,170023800.0,7255.0,0.3752179534899411,0.0384832803238972,0.1077891936595451
2023-03-10,175.130005,178.289993,168.440002,173.440002,173.440002,191488900.0,633.0,0.281321007077044,-0.0314204723718531,0.0540576619273301
2023-03-11,175.130005,178.289993,168.440002,173.440002,173.440002,191488900.0,37224.0,0.3612155370456893,-0.0577807190288179,0.0350814474532559
2023-03-12,175.130005,178.289993,168.440002,173.440002,173.440002,191488900.0,653.0,0.4861682230480086,-0.0692524377315724,-0.0079358346094946
2023-03-13,167.460007,177.350006,163.910004,174.479996,174.479996,167790300.0,12.0,0.5826510721247563,0.1163011695906432,0.4873
2023-03-14,177.309998,183.800003,177.139999,183.259995,183.259995,143717900.0,12.0,0.5826510721247563,0.1163011695906432,0.4873
2023-03-15,180.800003,182.339996,176.029999,180.449997,180.449997,145995600.0,12.0,0.5826510721247563,0.1163011695906432,0.4873
2023-03-16,180.369995,185.809998,178.839996,184.130005,184.130005,121136800.0,12.0,0.5826510721247563,0.1163011695906432,0.4873
2023-03-17,184.520004,186.220001,177.330002,180.130005,180.130005,133197100.0,2.0,0.0,0.0,0.0
2023-03-18,184.520004,186.220001,177.330002,180.130005,180.130005,133197100.0,2.0,0.75,0.8,0.6249
2023-03-19,184.520004,186.220001,177.330002,180.130005,180.130005,133197100.0,289.0,0.2546540316941934,0.0331031619521569,0.4240854671280277
2023-03-20,178.080002,186.440002,176.350006,183.25,183.25,129684400.0,194.0,0.4124104799989905,-0.0049869485656924,-0.2500340206185567
