date,open,high,low,close,adj_close,volume,score,w_subj,w_polar,w_comp
2023-03-01,231.919998,232.559998,225.080002,226.979996,226.917969,46002600.0,7131.0,4.731348335270796e-05,6.320038765670285e-06,2.0587665638548547e-05
2023-03-02,224.880005,233.800003,224.320007,233.139999,233.076279,38941500.0,723.0,0.0005419176969246,9.901563847059504e-05,0.0005220249880913
2023-03-03,233.199997,239.0,231.300003,238.899994,238.834702,41239300.0,630.0,0.0004914814257826,7.282063999285645e-05,0.0001943509700176
2023-03-04,233.199997,239.0,231.300003,238.899994,238.834702,41239300.0,524.0,0.0004519095111681,4.0711324945926656e-05,-0.0005503215867373
2023-03-05,233.199997,239.0,231.300003,238.899994,238.834702,41239300.0,217.0,0.0012261151413519,0.0001149180980913,0.0011226847034339
2023-03-06,238.910004,242.479996,234.869995,235.539993,235.475632,43742900.0,30.0,0.0108536155202821,0.0020388007054673,0.0070897777777777
2023-03-07,236.0,241.25,232.410004,232.880005,232.855911,51515400.0,1221.0,0.0003557695147181,6.196600274222761e-05,0.0002657465148865
2023-03-08,234.869995,242.0,234.240005,241.809998,241.784973,51357300.0,3678.0,4.824442676783636e-05,4.329390667845625e-06,-1.0860595206097362e-05
2023-03-09,241.75,244.539993,233.830002,234.360001,234.335754,50125700.0,2308.0,0.0001657921817677,-2.080494121144117e-05,2.9503587852064554e-05
2023-03-10,234.089996,236.270004,227.259995,229.649994,229.626236,47486600.0,32.0,0.0106743706597222,0.000390625,-0.002544140625
2023-03-11,234.089996,236.270004,227.259995,229.649994,229.626236,47486600.0,76562.0,2.884037685066368e-06,6.713825057885129e-07,-2.3646228541151883e-07
2023-03-12,234.089996,236.270004,227.259995,229.649994,229.626236,47486600.0,10486.0,3.612001288346008e-05,3.2271480526771e-06,1.4691022959724798e-05
2023-03-13,227.520004,232.979996,222.970001,229.660004,229.636246,42189000.0,18.0,0.0106995884773662,-0.0057064471879286,-0.0053962962962962
